측정지점,주소,법적,지역,용도구분,위도,경도
[IOT]인천서부경찰서 건너편,인천광역시 서구 심곡동 311,나,일반,일반주거지역,37.543608,126.678611
[IOT]심곡어린이집 앞,인천광역시 서구 심곡동 317,나,일반,일반주거지역,37.543029,126.679018
[IOT]헤어락 앞,인천광역시 서구 가좌동 30-74,가,일반,녹지지역,37.490095,126.683248
[IOT]코인워시365 앞,대전광역시 동구 가양동 295-8,나,일반,일반주거지역,36.34255596,127.4431003
[IOT]대전동산고등학교 건너편,"중구	문화동	284-21	",가,도로,학교지역,36.31455591,127.4053823
[IOT]푸른들어린이집 건너편,울산광역시 중구 복산동 232-12,가,도로,전용주거지역,35.567146,129.326065
[IOT]울산 자동차 유리 앞,울산광역시 중구 남외동 967-16,나,도로,일반주거지역,35.569995,129.347763
[IOT]선화기업 앞,울산광역시 중구 남외동 549-10,나,일반,일반주거지역,35.570499,129.348236
[IOT]3호소공원,울산광역시 중구 복산동 232-6,가,일반,전용주거지역,35.566829,129.32637
[IOT]동강병원 응급의료센터 건너편,울산광역시 중구 태화동 122-2,가,도로,종합병원지역,35.552947,129.302352
[IOT]남운파크맨션 앞,울산광역시 중구 태화동 170-41,가,일반,종합병원지역,35.554458,129.303497
[IOT]새마음정신문화센터 앞,울산광역시 남구 달동 1311-11,나,도로,준주거지역,35.534282,129.340744
[IOT]일원푸오레 앞,울산광역시 남구 달동 1309-9,나,일반,준주거지역,35.534549,129.339431
[IOT]강가네손만두 앞,울산광역시 남구 달동 886-2,다,도로,상업지역,35.534973,129.314224
[IOT]대앞나가구 앞,울산광역시 남구 무거동 1459-5,나,도로,일반주거지역,35.546982,129.266296
[IOT]치치 앞,울산광역시 남구 무거동 1456-1,나,일반,일반주거지역,35.549308,129.266693
[IOT]㈜카프로 맞은편,울산광역시 남구 부곡동 351-2,라,일반,일반공업지역,35.501529,129.32788
[IOT]손호성헤어아르떼 앞,울산광역시 남구 삼산동 1542-17,나,도로,준주거지역,35.543895,129.342865
[IOT]상아갤러리 앞,울산광역시 남구 삼산동 1544-15,나,일반,준주거지역,35.543895,129.342895
[IOT]경동택배 앞,울산광역시 남구 상개동 316-1,라,도로,일반공업지역,35.504066,129.31668
[IOT]마노 앞,울산광역시 남구 신정동 1125-53,가,도로,학교지역,35.532714,129.304153
[IOT]대공원명품세탁소 앞,울산광역시 남구 신정동 1656-1,가,일반,학교지역,35.530269,129.302047
[IOT]GS25시(신정중앙점) 앞,울산광역시 남구 신정동 581-6,다,일반,상업지역,35.540718,129.312576
[IOT]반도호이스트 크레인 앞,울산광역시 남구 여천동 1408,라,도로,일반공업지역,35.517604,129.342041
[IOT]신대동전기 앞,울산광역시 남구 여천동 757-1,라,일반,일반공업지역,35.517082,129.346755
[IOT]서진화학 옆,울산광역시 남구 용연동 491-1,라,도로,일반공업지역,35.474189,129.360229
[IOT]아성정밀화학 앞,울산광역시 남구 용연동 489-2,라,일반,일반공업지역,35.476768,129.3609
[IOT]명가식당앞,울산광역시 동구 동부동 194-41,나,일반,일반주거지역,35.541286,129.428955
[IOT]윤언니 토탈 뷰티샵 앞,울산광역시 동구 서부동 315-34,나,도로,일반주거지역,35.53934,129.426223
[IOT]동울산 동물병원 건너편,울산광역시 동구 전하동 464-5,라,도로,일반공업지역,35.507652,129.43013
[IOT]천하슈퍼 앞,울산광역시 동구 전하동 692-27,라,일반,일반공업지역,35.505294,129.42897
[IOT]대명엘리베이터 앞,울산광역시 북구 효문동 813-8,다,도로,준공업지역,35.567153,129.367462
[IOT]매곡현대아파트 2단지 203동 앞,울산광역시 북구 매곡동 853,나,도로,일반주거지역,35.64323,129.353363
[IOT]이디야커피 앞,울산광역시 북구 양정동  624-1,다,도로,상업지역,35.540557,129.386123
[IOT]와와족발 앞,울산광역시 북구 양정동  620-10,다,일반,상업지역,35.541336,129.386337
[IOT]동남피엔지 건너편,울산광역시 북구 연암동 643,다,도로,준공업지역,35.577091,129.368682
[IOT]현대글로비스 옆 길,울산광역시 북구 연암동 1427,다,일반,준공업지역,35.576286,129.369079
[IOT]㈜신일 앞,울산광역시 북구 효문동 813-12,다,일반,준공업지역,35.566837,129.3656
[IOT]고려정밀공업 앞,울산광역시 울주군 온산읍 처용리 649,라,도로,일반공업지역,35.471054,129.33348
[IOT]에코비즈 앞,울산광역시 울주군 청량읍 용암리 968,라,일반,일반공업지역,35.473834,129.327255
[IOT]곡반정동 제1공용주차장 앞,경기도 수원시 권선구 곡반정동 505-4도,나,일반,일반주거지역,37.242995,127.032515
[IOT]수원아이파크시티 2단지 212동 건너편,경기도 수원시 권선구 곡반정동 560도,나,도로,일반주거지역,37.244563,127.031434
[IOT]차서한의원 건너편,경기도 수원시 권선구 금곡동 759-4도,나,일반,일반주거지역,37.269145,126.938171
[IOT]와이시트 609동 건너편,경기도 수원시 권선구 금곡동 1155도,나,도로,일반주거지역,37.269828,126.938514
[IOT]차가배 앞,경기도 수원시 권선구 호매실동 833-1도,가,일반,전용주거지역,37.263177,126.941479
[IOT]칠보산 하나로축산 건너편,수원시 권선구 호매실동 1313-60도,가,도로,전용주거지역,37.26334,126.94255
[IOT]수원금호초등학교 앞,경기도 수원시 권선구 호매실동 1429-5도,가,일반,학교지역,37.265408,126.953992
[IOT]수원은혜교회 건너편,경기도 수원시 권선구 호매실동 1429도,가,도로,학교지역,37.265751,126.953969
[IOT]삼성미래기술캠퍼스 건너편,경기도 수원시 영통구 매탄동 416-32도,라,도로,일반공업지역,37.252944,127.052753
[IOT]협신빌라 건너편,경기도 수원시 영통구 매탄동 917도,나,일반,일반주거지역,37.264957,127.047654
[IOT]광명수산 건너편,경기도 수원시 영통구 매탄동 916도,나,도로,일반주거지역,37.263939,127.046627
[IOT]어울림에프 앞,경기도 수원시 영통구 영통동 1057-2도,라,도로,일반공업지역,37.255047,127.063823
[IOT]물빛어린이공원,경기도 수원시 영통구 신동 970도,라,일반,일반공업지역,37.246308,127.041849
[IOT]유닥터 앞,경기도 수원시 영통구 신동 398-34도,라,일반,일반공업지역,37.248241,127.053087
[IOT]스미어 앞,경기도 수원시 영통구 신동 950도,나,도로,일반주거지역,37.246433,127.044081
[IOT]수원종합폐차장 옆,경기도 수원시 영통구 원천동 403-1도,라,일반,일반공업지역,37.25784,127.063905
[IOT]신미주APT정문 앞,경기도 수원시 장안구 연무동 1-3도,가,도로,녹지지역,37.299995,127.030397
[IOT]해맑음빌리지 측면,경기도 수원시 장안구 영화동 382-4도,나,일반,준주거지역,37.287222,127.007386
[IOT]화서신협 화서문 지점 앞,경기도 수원시 장안구 영화동 368-4도,나,도로,준주거지역,37.286069,127.00698
[IOT]조원대간타워 앞,경기도 수원시 장안구 조원동 842-1도,나,도로,일반주거지역,37.305134,127.012611
[IOT]광교보리밥,경기도 수원시 장안구 하광교동 69-1도,가,일반,녹지지역,37.316415,127.018863
[IOT]한국관 앞,경기도 수원시 팔달구 인계동 1148도,다,일반,상업지역,37.258367,127.033018
[IOT]건강보험공단 앞,경기도 수원시 팔달구 인계동 1149도,다,도로,상업지역,37.257718,127.032702
[IOT]가톨릭대 성빈센터병원 건너편,경기도 수원시 팔달구 인계동 207-4도,가,도로,종합병원지역,37.277938,127.028753
[IOT]원일베내스트 앞,경기도 수원시 팔달구 인계동 1139도,다,일반,상업지역,37.264376,127.035433
[IOT]하나은행 수원금융센터 건너편,경기도 수원시 팔달구 인계동 1138도,다,도로,상업지역,37.262719,127.03205
[IOT]지동성당 뒷편,경기도 수원시 팔달구 지동 28-5도,가,일반,종합병원지역,37.279299,127.028877
[IOT]숙지고등학교 정문 앞,경기도 수원시 팔달구 화서동 670도,가,일반,학교지역,37.282888,126.994024
[IOT]서부주유소앞,경기도 수원시 팔달구 화서동 663도,가,도로,학교지역,37.287033,126.993053
[IOT]한일주택 나동 앞,경기도 수원시 장안구 조원동 786도,나,일반,일반주거지역,37.30353,127.013344
[IOT]춘천퇴계유통 뒷편,강원도 춘천시 동내면 거두리 758-4,가,일반,녹지지역,,
[IOT]여의도순복음춘천교회 건너편,강원도 춘천시 석사동 123-1,가,도로,녹지지역,,
[IOT]강원서부해바라기센터,강원도 춘천시 효자동 630,가,일반,종합병원지역,,
[IOT]CU 강대에이스점,강원도 춘천시 효자동 619-9,가,도로,종합병원지역,,
[IOT]SKT 춘천중심국 측면,강원도 춘천시 온의동 542-1,가,일반,학교지역,,
[IOT]남춘천여자중학교 건너편,강원도 춘천시 온의동 549-9,가,도로,학교지역,,
[IOT]제원메디칼 측면,강원도 춘천시 후평동 676,나,일반,일반주거지역,,
[IOT]동양하우징,강원도 춘천시 교동 164-10,나,도로,일반주거지역,,
[IOT]장애인종합복지관 앞,강원도 춘천시 사농동 105-5,나,일반,준주거지역,,
[IOT]대한모터스 앞,강원도 춘천시 우두동 646-12,나,도로,준주거지역,,
[IOT]춘천하이테크타워,강원도 춘천시 후평동 558-1,라,일반,일반공업지역,,
[IOT]조은담배 앞,강원도 춘천시 후평동 243-3,라,도로,일반공업지역,,
[IOT]소양동행정복지센터 뒷편,강원도 춘천시 소양로3가 50-3,다,일반,상업지역,,
[IOT]테라스리빙3차,강원도 춘천시 요선동  9-3,다,도로,상업지역,,
[IOT]잇츠커피 측면,강원도 춘천시 동내면 거두리 1022-5,가,일반,전용주거지역,,
[IOT]푸주옥거두점 맞은편,강원도 춘천시 동내면 거두리 1030,가,도로,전용주거지역,,
[IOT]남부새싹공원,강원도 춘천시 퇴계동 911,나,일반,일반주거지역,,
[IOT]퇴계동 지역아동센터 맞은편,강원도 춘천시 퇴계동 901-9,나,도로,일반주거지역,,
[IOT]우리동네 전포차 앞,강원도 춘천시 석사동 698-1,나,일반,일반주거지역,,
[IOT]남한카센터 앞,강원도 춘천시 석사동 413-1,나,도로,일반주거지역,,
[IOT]지성공원,강원도 춘천시 효자동 174-81,나,일반,일반주거지역,,
[IOT]강원지방병무청 앞,강원도 춘천시 효자동 349-2,나,도로,일반주거지역,,
[IOT]스마일원룸,강원도 춘천시 효자동 168-222,나,일반,일반주거지역,,
[IOT]마천종합공구 앞,강원도 춘천시 효자동 666-1,나,도로,일반주거지역,,
[IOT]현대주류 앞,강원도 춘천시 만천리  569,나,일반,일반주거지역,,
[IOT]계백수제갈비 앞,강원도 춘천시 만천리 638-34,나,도로,일반주거지역,,
[IOT]춘천후평우미린 103동,강원도 춘천시 후평동 803-17,나,일반,일반주거지역,,
[IOT]후평주공5단지 419동 앞,강원도 춘천시 후평동 808-1,나,도로,일반주거지역,,
[IOT]동아아파트 104동 건너편,강원도 춘천시 후평동  891-13,나,일반,일반주거지역,,
[IOT]석사청구아파트 102동 옆,강원도 춘천시 석사동 727-6,나,도로,일반주거지역,,
[IOT]봄내족발 맞은편,강원도 춘천시 근화동 291-1,나,일반,일반주거지역,,
[IOT]춘천롯데캐슬 107동 앞,강원도 춘천시 근화동 714-5,나,도로,일반주거지역,,
[IOT]큰집장대박 맞은편,강원도 춘천시 후평동 747-3,나,일반,일반주거지역,,
[IOT]금강건재 앞,강원도 춘천시 후평동 734-2,나,도로,일반주거지역,,
[IOT]팔도해장국,강원도 춘천시 온의동 514-3,나,일반,준주거지역,,
[IOT]춘천축협 강남점,강원도 춘천시 온의동 515-4,나,도로,준주거지역,,
[IOT]봄내병원 뒷편,강원도 춘천시 운교동 180,다,일반,상업지역,,
[IOT]스카이타워,강원도 춘천시 운교동 146-1,다,도로,상업지역,,
[IOT]㈜보성 앞,강원도 춘천시 후평동 198-13,다,일반,준공업지역,,
[IOT]중앙자원 앞,강원도 춘천시 후평동 198-68,다,도로,준공업지역,,
[인천IOT]영종 수자인아파트 789동 앞,인천광역시 중구 중산동 1978,가,도로,녹지지역,37.49244248,126.5539609
[인천IOT]영종 수자인아파트 781동 앞,인천광역시 중구 중산동 1976,가,일반,녹지지역,37.49002334,126.5529235
[인천IOT]부국타이어 인근,인천광역시 중구 신흥동3가 65-13,가,도로,녹지지역,37.43493272,126.6240093
[인천IOT]화도진새마을금고 인근,인천광역시 동구 송현동 78-2,가,도로,녹지지역,37.47859172,126.6353961
[인천IOT]미래빌라 10동 11동 사이,인천광역시 동구 송림동 262,가,일반,녹지지역,37.48202208,126.6489441
[인천IOT]행복의 집 나동 건너편,인천광역시 동구 송림동 8-25,가,도로,녹지지역,37.48247162,126.6524808
[인천IOT]충남에스티 앞,인천광역시 동구 만석동 1-64,가,일반,녹지지역,37.4873671,126.6188059
[인천IOT]두산인프라코어 인근,인천광역시 동구 만석동 18-11,가,도로,녹지지역,37.487393,126.623313
[인천IOT]왕은향 헤어클리닉 앞,인천광역시 미추홀구 숭의동 162-14,가,도로,녹지지역,37.45888127,126.6486988
[인천IOT]김영애국물떡볶이 맞은편,인천광역시 미추홀구 숭의동 306,가,일반,녹지지역,37.4588401,126.6476447
[인천IOT]도화동공장 앞,인천광역시 미추홀구 도화동 981-1,가,도로,녹지지역,37.47971724,126.6576164
[인천IOT]동삼택시 앞,인천광역시 미추홀구 도화동 981-1,가,일반,녹지지역,37.47944465,126.6542312
[인천IOT]한국기계 앞,인천광역시 미추홀구 숭의동 162-14,가,도로,녹지지역,37.46038531,126.6402851
[인천IOT]전산정보시스템 인근,인천광역시 미추홀구 주안동 1541,가,도로,녹지지역,37.45572334,126.689629
[인천IOT]베스트이비인후과 앞,인천광역시 연수구 송도동 334,가,일반,녹지지역,37.41489033,126.6229344
[인천IOT]e편한세상 송도 101동 앞,인천광역시 연수구 송도동 334,가,도로,녹지지역,37.41381023,126.6176342
[인천IOT]인천시립박물관 후문,인천광역시 연수구 목련동 593,가,일반,녹지지역,37.4212253,126.6523997
[인천IOT]성균관추어탕 앞,인천광역시 연수구 동춘동 841,가,도로,녹지지역,37.41658509,126.6563022
[인천IOT]삼성럭키아파트 정문,인천광역시 연수구 동춘동 955,가,일반,녹지지역,37.406582,126.67694
[인천IOT]대우삼환아파트 119동,인천광역시 연수구 동춘동 957,가,도로,녹지지역,37.40455113,126.6777974
[인천IOT]서해그랑빌 106동 앞,인천광역시 연수구 동춘동 234,가,도로,녹지지역,37.41209804,126.6647912
[인천IOT]시대아파트 105동 앞,인천광역시 연수구 청학동 552-8,가,도로,녹지지역,37.42638364,126.6695085
[인천IOT]효정아파트 102동 앞,인천광역시 연수구 청학동 641,가,도로,녹지지역,37.424821,126.67235
[인천IOT]가천관 앞,인천광역시 남동구 구월동 1330-1,가,일반,녹지지역,37.4511888,126.7100103
[인천IOT]가천대길병원 국민검진센터,인천광역시 남동구 구월동 1336,가,도로,녹지지역,37.4511888,126.7100103
[인천IOT]인천논현경찰서 맞은편,인천광역시 남동구 논현동 685,가,도로,녹지지역,37.4044615,126.7151226
[인천IOT]은총초등학교 큰거리 육교 근교 건물 화단,인천광역시 남동구 논현동 697-2,가,일반,녹지지역,37.40556273,126.7243818
[인천IOT]롯데캐슬 2110동 앞 육교 하단,인천광역시 남동구 구월동 27,가,일반,녹지지역,37.45435553,126.714693
[인천IOT]국민은행 맞은편 화단,인천광역시 남동구 구월동 12-2,가,도로,녹지지역,37.45631987,126.7136061
[인천IOT]Z:in 인테리어필름 앞,인천광역시 남동구 간석동 272-3,가,일반,녹지지역,37.46533854,126.7065704
[인천IOT]오거리김밥천국 앞,인천광역시 남동구 간석동 272-3,가,도로,녹지지역,37.46527705,126.7079314
[인천IOT]벽산블루밍아파트 105동 앞,인천광역시 남동구 도림동 236-7,가,도로,녹지지역,37.42144422,126.7304768
[인천IOT]한화아파트 2단지 101동 앞,인천광역시 부평구 산곡동 159-15,가,일반,녹지지역,37.50402262,126.70739
[인천IOT]금호이수마운트밸리 207동 앞,인천광역시 부평구 산곡동 508,가,도로,녹지지역,37.50263118,126.7032234
[인천IOT]삼산타운 주공7단지 702동 앞,인천광역시 부평구 삼산동 484,가,일반,녹지지역,37.50902773,126.7364066
[인천IOT]부개주공 1단지 104-105동 사이,인천광역시 부평구 부개동 503,가,도로,녹지지역,37.5064737,126.7383513
[인천IOT]휴 빌라 앞,인천광역시 부평구 부평동 712,가,도로,녹지지역,37.48556688,126.721607
[인천IOT]부일여자중학교 앞,인천광역시 부평구 부평동 713,가,도로,녹지지역,37.48506225,126.719582
[인천IOT]명보빌라 8동 앞,인천광역시 부평구 산곡동 247-34,가,도로,녹지지역,37.49828574,126.7047185
[인천IOT]부평현대 1단지아파트 101동 앞,인천광역시 부평구 산곡동 307-2,가,도로,녹지지역,37.48960234,126.7098876
[인천IOT]이레쉬르빌 옆 골목,인천광역시 계양구 계산동 1029,가,일반,녹지지역,37.5397688,126.7195886
[인천IOT]경인교육대학교 인근,인천광역시 계양구 계산동 1023,가,도로,녹지지역,37.53845468,126.7189255
[인천IOT]대동아파트 529동 인근,인천광역시 계양구 작전동 912-6,가,일반,녹지지역,37.53101171,126.7425115
[인천IOT]계산여고 맞은편,인천광역시 계양구 계산동 1104,가,도로,녹지지역,37.53787388,126.7421466
[인천IOT]성웅산호타운 121동 앞,인천광역시 계양구 서운동 51-2,가,일반,녹지지역,37.5265459,126.7412433
[인천IOT]보운상사 앞 인근,인천광역시 계양구 작전동 703,가,도로,녹지지역,37.52565242,126.7374567
[인천IOT]한강빌라 6동 앞 도로변,인천광역시 계양구 효성동 623-40,가,도로,녹지지역,37.52698905,126.6978676
[인천IOT]국도프라스틱 앞,인천광역시 서구 오류동 1682,가,일반,녹지지역,37.59204974,126.61458
[인천IOT]삼성테크,인천광역시 서구 오류동 1639-13,가,도로,녹지지역,37.59111403,126.6180561
[인천IOT]창우아이빌 맞은편,인천광역시 서구 당하동 1116,가,도로,녹지지역,37.59388155,126.6689607
[인천IOT]검단탑변원 치과센터 앞,인천광역시 서구 당하동 1118,가,일반,녹지지역,37.59281268,126.6704025
[인천IOT]신현고등학교 후문,인천광역시 서구 신현동 316,가,일반,녹지지역,37.51999485,126.6673494
[인천IOT]신현고등학교 인근,인천광역시 서구 신현동 318,가,도로,녹지지역,37.52044127,126.668928
[인천IOT]예수중심교회 인근,인천광역시 서구 가좌동 551,가,도로,녹지지역,37.47902707,126.6834879
[인천IOT]현대자동차 인천서비스센터 인근,인천광역시 서구 가좌동 292,가,도로,녹지지역,37.48296224,126.680622
[인천IOT]화물자동차용품점 앞,인천광역시 서구 왕길동 596-10,가,도로,녹지지역,37.58753959,126.6351527
[인천IOT]태양칼라지붕 앞,인천광역시 서구 왕길동 204-12,가,도로,녹지지역,37.5934542,126.661782
[인천IOT]리코페레이션 앞,인천광역시 서구 백석동 81-18,가,도로,녹지지역,37.58471668,126.6723059
[인천IOT]가보정밀 맞은편,인천광역시 서구 석남동 600,가,도로,녹지지역,37.50179247,126.6761926
[인천IOT]대광 로제비앙 109동 앞,인천광역시 서구 경서동 41,가,도로,녹지지역,37.55548774,126.6643473
